case,mode,policy,runs,speedup_vs_ordinary,speedup_vs_default,vs_default_ci_low,vs_default_ci_high,runs_slower_than_ordinary,runs_slower_than_default,worst_vs_ordinary,worst_vs_default
heldout-code-2048,resident_seed_batch,candidate,40,1.3167925762339419,1.0320178600451653,1.0061798916139717,1.0587782014577285,0,15,1.1601720522140084,0.8664514152570555
heldout-code-2048,resident_seed_batch,default,40,1.2759397169505513,1.0,1.0,1.0,0,0,1.0486029468465716,1.0
heldout-code-2048,resident_seed_batch,existing_cost_gate,40,1.2750410260425087,0.9992956635050201,0.9845042056959948,1.0140144813091982,0,20,1.1596716500542679,0.8727133620599148
heldout-code-2048,resident_seed_batch,fixed_1,40,0.8451622649020315,0.6623841657048956,0.6500889576960748,0.6751198982474182,40,40,0.8367703030868174,0.5995947969001033
heldout-code-2048,resident_seed_batch,fixed_2,40,1.0189813803857504,0.7986124789822188,0.7838957333335451,0.8142783856078609,6,40,0.9851176338964248,0.7183731817169463
heldout-code-2048,resident_seed_batch,fixed_3,40,1.342237492384094,1.051959959042573,1.0292466420383446,1.075560193624678,0,10,1.2234142376836672,0.9384201642176723
heldout-code-2048,resident_seed_batch,fixed_4,40,1.3561878511172887,1.0628933585973226,1.0387769166464322,1.087135620370784,0,8,1.216258790877802,0.9040237109853797
heldout-code-2048,resident_seed_batch,fixed_5,40,1.3140755835132498,1.0298884548039948,1.008494198803841,1.050773892189132,0,13,1.1661859153987362,0.9047288202494527
heldout-code-2048,resident_seed_batch,ordinary,40,1.0,0.783736086207868,0.7692474886450442,0.7988032105940526,0,40,1.0,0.7117003919939799
heldout-code-2048,separate_seed,candidate,40,1.1276884710372928,0.9740778604379339,0.9596057713767151,0.9883509081368205,1,27,0.9954213002451799,0.8424997292907497
heldout-code-2048,separate_seed,default,40,1.1576984929421323,1.0,1.0,1.0,0,0,1.0186292038073106,1.0
heldout-code-2048,separate_seed,existing_cost_gate,40,1.1692553347273382,1.0099826006992856,1.001943901892464,1.0175919014063117,0,13,1.0701617224449655,0.9408981373723411
heldout-code-2048,separate_seed,fixed_1,40,0.8451622649020315,0.7300365942035282,0.7197256784662,0.741068667828932,40,40,0.8367703030868174,0.6579097782456718
heldout-code-2048,separate_seed,fixed_2,40,1.0189813803857504,0.8801785495946778,0.8683043881170915,0.8927430641253353,6,40,0.9851176338964248,0.8046045787693336
heldout-code-2048,separate_seed,fixed_3,40,1.1141028986994277,0.9623428772616675,0.9517518281377945,0.9730975898960306,0,33,1.0414711499262268,0.9032254800546239
heldout-code-2048,separate_seed,fixed_4,40,1.1589642428341136,1.0010933329357323,0.9891896960727058,1.0129275792745274,0,22,1.0599698727314344,0.9112017645595301
heldout-code-2048,separate_seed,fixed_5,40,1.163879481091169,1.0053390310056711,0.9978014029751149,1.0124910842822994,0,16,1.0396201326022352,0.9462023061300413
heldout-code-2048,separate_seed,ordinary,40,1.0,0.8637827604479617,0.8518712258587545,0.8764577498496858,0,40,1.0,0.7851410657330787
heldout-code-256,resident_seed_batch,candidate,40,1.4795598297299035,1.0619514218475725,1.0383043387491002,1.087058265253801,0,10,1.336791390632214,0.9197483917585084
heldout-code-256,resident_seed_batch,default,40,1.393246243934379,1.0,1.0,1.0,0,0,1.206119450572087,1.0
heldout-code-256,resident_seed_batch,existing_cost_gate,40,1.4051663984203477,1.0085556695651356,0.9957084072011645,1.0215411956305946,0,15,1.2798958280266801,0.9188266208351401
heldout-code-256,resident_seed_batch,fixed_1,40,0.9069838139899158,0.6509860105049988,0.6352729737801012,0.6672839840039458,40,40,0.8978519331839164,0.5253531072539209
heldout-code-256,resident_seed_batch,fixed_2,40,1.0828239947852731,0.7771949858106157,0.7592943621487541,0.7956235050992622,0,40,1.0312690943932552,0.650851014595002
heldout-code-256,resident_seed_batch,fixed_3,40,1.5349988636908,1.1017426893297246,1.079241877658664,1.125288395888452,0,4,1.4092310480868602,0.9700757922692693
heldout-code-256,resident_seed_batch,fixed_4,40,1.525194690176289,1.0947057613227809,1.0702446469456486,1.1195098082712176,0,6,1.426307088810241,0.9267413111042475
heldout-code-256,resident_seed_batch,fixed_5,40,1.502782371052051,1.078619359351979,1.0559547298874756,1.1020044842430068,0,7,1.3351864736219619,0.9333180119332013
heldout-code-256,resident_seed_batch,ordinary,40,1.0,0.7177482116701113,0.7003468235387376,0.7358285488755336,0,40,1.0,0.5824800059701092
heldout-code-256,separate_seed,candidate,40,1.1887190876954787,0.966170354075752,0.9493744171588223,0.982133330331624,1,29,0.9903184046588528,0.8173246330506954
heldout-code-256,separate_seed,default,40,1.2303410911760164,1.0,1.0,1.0,0,0,1.1356428337708546,1.0
heldout-code-256,separate_seed,existing_cost_gate,40,1.2184706745127012,0.9903519302505218,0.9793564387626044,1.0011840445826907,0,25,1.1367282378713264,0.8912588323481415
heldout-code-256,separate_seed,fixed_1,40,0.9069838139899158,0.7371807870961857,0.7254960236951455,0.7481041248318254,40,40,0.8978519331839164,0.6419126567351122
heldout-code-256,separate_seed,fixed_2,40,1.0828239947852731,0.8801006505848393,0.8671619146152485,0.891956475063983,0,40,1.0312690943932552,0.7798528681971765
heldout-code-256,separate_seed,fixed_3,40,1.1843901830468242,0.9626518951055514,0.9508033751409151,0.9739944615884102,0,35,1.1147954107365832,0.8593372270791737
heldout-code-256,separate_seed,fixed_4,40,1.2240492573359918,0.99488610606835,0.9827965618169926,1.006879005875276,0,23,1.126882667943766,0.8921764753779946
heldout-code-256,separate_seed,fixed_5,40,1.2362218456151204,1.0047797756908883,0.9968184710507874,1.012724985330185,0,16,1.1162262897430626,0.9421273675588817
heldout-code-256,separate_seed,ordinary,40,1.0,0.8127827373823255,0.800161376036622,0.8246637694368902,0,40,1.0,0.710540295938309
heldout-prose-2048,resident_seed_batch,candidate,40,0.9674745208496796,1.0854858782642296,1.07844487294191,1.0920835219659055,39,0,0.9443866066735949,1.0378237613859536
heldout-prose-2048,resident_seed_batch,default,40,0.8912824572132999,1.0,1.0,1.0,40,0,0.8562576105325516,1.0
heldout-prose-2048,resident_seed_batch,existing_cost_gate,40,0.8358566099307981,0.9378133757329892,0.9267560203054122,0.9486091912147034,40,39,0.761767233823201,0.8602251677324568
heldout-prose-2048,resident_seed_batch,fixed_1,40,0.7615145089224272,0.8544031162729182,0.848774277351535,0.859850161728313,40,40,0.7521307693711994,0.811212555695897
heldout-prose-2048,resident_seed_batch,fixed_2,40,0.8032972853599396,0.9012825046187307,0.894728484005944,0.9078869705086972,40,40,0.7796371200555057,0.8490741934799082
heldout-prose-2048,resident_seed_batch,fixed_3,40,0.6780703694559365,0.7607805628487335,0.751008863469752,0.7704132447264683,40,40,0.6154158661020066,0.6927658106384916
heldout-prose-2048,resident_seed_batch,fixed_4,40,0.6360902732429152,0.7136797859028066,0.7054835248273729,0.7219293475847006,40,40,0.5693364247666209,0.6391913715589062
heldout-prose-2048,resident_seed_batch,fixed_5,40,0.596828355932871,0.6696287479941269,0.6620114226935275,0.6774144746748839,40,40,0.5314971219601455,0.5967093612613598
heldout-prose-2048,resident_seed_batch,ordinary,40,1.0,1.1219787755349953,1.115150094615286,1.1285565790064969,0,0,1.0,1.0709706750943335
heldout-prose-2048,separate_seed,candidate,40,0.9817943758921086,1.2091711314453426,1.1986867276987665,1.2193236321377907,40,0,0.966524005861206,1.1276937900640185
heldout-prose-2048,separate_seed,default,40,0.8119565133171458,1.0,1.0,1.0,40,0,0.7747745615315744,1.0
heldout-prose-2048,separate_seed,existing_cost_gate,40,0.8339652579918283,1.0271058170157026,1.0177705835425945,1.0364244730597476,40,7,0.7919958981829321,0.9623495915707365
heldout-prose-2048,separate_seed,fixed_1,40,0.7615145089224272,0.9378759778788593,0.9296310360829095,0.945969753215195,40,40,0.7521307693711994,0.8678428105681477
heldout-prose-2048,separate_seed,fixed_2,40,0.8032972853599396,0.9893353550157138,0.9814397058164895,0.9975706593016029,40,28,0.7796371200555057,0.9307517444487318
heldout-prose-2048,separate_seed,fixed_3,40,0.7983128441239402,0.9831965518233653,0.9748935300982768,0.9916350853451381,40,28,0.7594569284495853,0.919614905326161
heldout-prose-2048,separate_seed,fixed_4,40,0.7756938604062954,0.9553391686425373,0.947429025106106,0.9629196254928942,40,39,0.7304099633705834,0.9055186933040283
heldout-prose-2048,separate_seed,fixed_5,40,0.747684563517931,0.9208431132147213,0.9134148449645487,0.9282014710546429,40,40,0.6971334720734407,0.8635155625152086
heldout-prose-2048,separate_seed,ordinary,40,1.0,1.2315930515966012,1.2206961888080532,1.2423449728423703,0,0,1.0,1.141475830001128
heldout-prose-256,resident_seed_batch,candidate,40,0.9766705469005026,1.0517055885147346,1.0424796828813987,1.061165413708046,39,3,0.9585506419464929,0.9862501677058146
heldout-prose-256,resident_seed_batch,default,40,0.9286539479929931,1.0,1.0,1.0,40,0,0.8857402231374742,1.0
heldout-prose-256,resident_seed_batch,existing_cost_gate,40,0.8852428836993561,0.9532537772682096,0.9399494939333921,0.9671740638063943,40,35,0.8087255776950422,0.8621691162718228
heldout-prose-256,resident_seed_batch,fixed_1,40,0.7851095681810405,0.8454274812246471,0.8378675551507135,0.8529536367269297,40,40,0.7794688016446196,0.7866045879484581
heldout-prose-256,resident_seed_batch,fixed_2,40,0.8301140076240611,0.8938894939477762,0.8862828536111952,0.9018030780405032,40,40,0.800047255542943,0.8478760465675537
heldout-prose-256,resident_seed_batch,fixed_3,40,0.7755720035993803,0.8351571705214268,0.8241955900741773,0.846843209160372,40,40,0.7200771063697259,0.7683536929438916
heldout-prose-256,resident_seed_batch,fixed_4,40,0.7291625715437464,0.7851822232809246,0.7734949165022256,0.7976959390306952,40,40,0.6724668045005077,0.7198362360062894
heldout-prose-256,resident_seed_batch,fixed_5,40,0.6823317282032363,0.7347534888296029,0.724304247711565,0.7459687110724578,40,40,0.6263881743092805,0.667782191613826
heldout-prose-256,resident_seed_batch,ordinary,40,1.0,1.0768273824293753,1.0673168392391075,1.0863037672018223,0,0,1.0,1.0012644151270325
heldout-prose-256,separate_seed,candidate,40,0.9837119621124223,1.1759432422654983,1.161838299768962,1.1900092905846422,40,0,0.9693509059755923,1.0747080893139958
heldout-prose-256,separate_seed,default,40,0.8365301374726767,1.0,1.0,1.0,40,0,0.7684701087703416,1.0
heldout-prose-256,separate_seed,existing_cost_gate,40,0.8573901072951928,1.02493630401116,1.0178627687422892,1.032191863673883,40,4,0.8051268041371618,0.9695225537938054
heldout-prose-256,separate_seed,fixed_1,40,0.7851095681810405,0.9385311216078982,0.92766931543174,0.949598229945543,40,39,0.7794688016446196,0.8604318045549252
heldout-prose-256,separate_seed,fixed_2,40,0.8301140076240611,0.9923300673087523,0.9815128334472634,1.0034805065813137,40,21,0.800047255542943,0.927173171384894
heldout-prose-256,separate_seed,fixed_3,40,0.8273331477193892,0.9890057879073271,0.9792382786162156,0.9986111460293648,40,29,0.780743902353601,0.9136516905639438
heldout-prose-256,separate_seed,fixed_4,40,0.8049453994327038,0.9622431558348913,0.9522994560954372,0.9725884105725289,40,37,0.7554397623974747,0.900719152116046
heldout-prose-256,separate_seed,fixed_5,40,0.7762551441146848,0.9279464173997429,0.9196282187186232,0.9363885318558633,40,39,0.7342822122836803,0.8807255192114861
heldout-prose-256,separate_seed,ordinary,40,1.0,1.1954141939478693,1.1813265755726734,1.2098742396299993,0,0,1.0,1.0952386507067196
heldout-structured-2048,resident_seed_batch,candidate,40,1.2612252341558652,0.9110956042548252,0.8896633555378918,0.9323062025168597,0,33,1.0513834546267469,0.6946753102720761
heldout-structured-2048,resident_seed_batch,default,40,1.3842951587801886,1.0,1.0,1.0,0,0,1.199684938181815,1.0
heldout-structured-2048,resident_seed_batch,existing_cost_gate,40,1.347547269633326,0.9734537183679498,0.9520614139283896,0.9949973619989354,0,24,1.2054974278541266,0.8514359743706188
